po_number,po_item,po_date,vendor_id,vendor_name,parent_company_group,category_code,category_name,category_l1,category_l2,plant_code,plant_name,region,net_value_inr,quantity,unit,currency,doc_type,contract_number,is_deleted
4500003016,30,2023-12-18,0000100116,Deccan Industries,,M004,Bauxite,Raw Materials,Bauxite,HZL1,Hindustan Zinc,Rajasthan,28764556,27,MT,INR,NB,,false
4500003017,10,2025-10-04,0000100025,Weir Minerals India,,M029,Frothers,Chemicals & Reagents,Frothers,VAL1,Vedanta Aluminium,Odisha,3963590,356,KG,INR,MK,,false
4500003017,20,2025-10-04,0000100022,Indian Oil Corporation Ltd,,M048,Fire Safety Equipment,Safety & PPE,Fire Safety Equipment,VAL1,Vedanta Aluminium,Odisha,1396933,23,EA,INR,FO,,false
4500003017,30,2025-10-04,0000100112,Cauvery Trading Co (0112),SCHNEIDER-GRP,M033,Coal,Fuel & Energy,Coal,VAL1,Vedanta Aluminium,Odisha,8375339,341,MT,INR,MK,46004097,false
4500003018,10,2025-02-10,0000100074,Rajasthan Technologies Pvt Ltd,,M049,Gas Detectors,Safety & PPE,Gas Detectors,BAL1,BALCO,Chhattisgarh,5000000,49,EA,USD,NB,,false
4500003019,10,2023-07-04,0000100077,Narmada Engineering Works,,M040,Road Transport,Logistics & Transport,Road Transport,BAL1,BALCO,Chhattisgarh,5031708,2,LOT,INR,UB,46003360,false
4500003020,10,2024-01-04,0000100091,Aravali Manufacturing Co (0091),,M026,Security Services,Services,Security Services,HZL1,Hindustan Zinc,Rajasthan,101966945,26,LOT,INR,NB,46001083,false
4500003020,20,2024-01-04,0000100046,Rajasthan Industrial Corporation,,M033,Coal,Fuel & Energy,Coal,HZL1,Hindustan Zinc,Rajasthan,18704888,126,MT,INR,NB,46004098,false
4500003020,30,2024-01-04,0000100002,Larsen & Toubro Ltd,,M001,Zinc Concentrate,Raw Materials,Zinc Concentrate,HZL1,Hindustan Zinc,Rajasthan,39787592,499,MT,INR,NB,46002136,false
4500003020,40,2024-01-04,0000100082,Precision Industries,,M049,Gas Detectors,Safety & PPE,Gas Detectors,HZL1,Hindustan Zinc,Rajasthan,682172,38,EA,INR,NB,46003996,false
4500003021,10,2023-01-31,0000100106,Chambal Equipment Ltd,,M004,Bauxite,Raw Materials,Bauxite,VAL1,Vedanta Aluminium,Odisha,36390252,298,MT,INR,UB,,false
4500003021,20,2023-01-31,0000100096,Krishna Industries,,M033,Coal,Fuel & Energy,Coal,VAL1,Vedanta Aluminium,Odisha,10961342,39,L,INR,FO,46001701,false
4500003022,10,2025-01-18,0000100010,Sandvik Mining,,M016,Furnaces,Capital Equipment,Furnaces,IOD1,Iron Ore Division,Goa,69443956,33,EA,USD,MK,46004099,false
4500003022,20,2025-01-18,0000100159,Cauvery Equipment Ltd,,M026,Security Services,Services,Security Services,IOD1,Iron Ore Division,Goa,14828113,12,LOT,INR,NB,46004100,false
4500003022,30,2025-01-18,0000100132,Nilgiri Industrial Corporation,,M003,Copper Concentrate,Raw Materials,Copper Concentrate,IOD1,Iron Ore Division,Goa,135540428,266,MT,INR,NB,46004101,false
4500003022,40,2025-01-18,0000100140,Narmada Industries (0140),SANDVIK-GRP,M048,Fire Safety Equipment,Safety & PPE,Fire Safety Equipment,IOD1,Iron Ore Division,Goa,1409613,33,EA,INR,MK,,false
4500003022,50,2025-01-18,0000100119,Godavari Manufacturing Co (0119),FLS-GRP,M013,Crusher Parts,MRO & Spares,Crusher Parts,IOD1,Iron Ore Division,Goa,1435879,9,SET,INR,UB,,false
4500003023,10,2025-04-18,0000100041,Shree Balaji Manufacturing Co,,M041,Port Handling,Logistics & Transport,Port Handling,VAL1,Vedanta Aluminium,Odisha,13886428,44,LOT,INR,UB,46004103,false
4500003023,20,2025-04-18,0000100137,Sterling Overseas Pvt Ltd,,M010,Conveyor Components,MRO & Spares,Conveyor Components,VAL1,Vedanta Aluminium,Odisha,3002764,49,EA,USD,NB,,false
4500003023,30,2025-04-18,0000100060,Precision Manufacturing Co,,M003,Copper Concentrate,Raw Materials,Copper Concentrate,VAL1,Vedanta Aluminium,Odisha,17782754,231,MT,USD,FO,46003139,false
4500003023,40,2025-04-18,0000100120,Cauvery Trading Co (0120),,M021,Shutdown Maintenance Contractors,Services,Shutdown Maintenance Contractors,VAL1,Vedanta Aluminium,Odisha,6743241,36,LOT,INR,UB,46002962,false
4500003023,50,2025-04-18,0000100048,Sahyadri Trading Co,,M030,Sulphuric Acid,Chemicals & Reagents,Sulphuric Acid,VAL1,Vedanta Aluminium,Odisha,8144516,423,KG,INR,UB,,false
4500003024,10,2023-02-10,0000100034,Rajasthan Fabricators,METSO-GRP,M011,Grinding Media,MRO & Spares,Grinding Media,STC1,Sterlite Copper,Tamil Nadu,1141788,29,SET,INR,NB,46001864,false
4500003025,10,2025-09-11,0000100005,Siemens India Ltd,,M048,Fire Safety Equipment,Safety & PPE,Fire Safety Equipment,STC1,Sterlite Copper,Tamil Nadu,1142060,17,EA,INR,NB,46002737,false
4500003025,20,2025-09-11,0000100159,Cauvery Equipment Ltd,,M013,Crusher Parts,MRO & Spares,Crusher Parts,STC1,Sterlite Copper,Tamil Nadu,2448779,36,EA,INR,NB,46000129,false
4500003026,10,2025-03-19,0000100087,Desert Trading Co,,M011,Grinding Media,MRO & Spares,Grinding Media,HZL1,Hindustan Zinc,Rajasthan,1239068,17,SET,INR,NB,46004104,false
4500003026,20,2025-03-19,0000100085,Sahyadri Industrial Corporation (0085),METSO-GRP,M012,Flotation Cells,MRO & Spares,Flotation Cells,HZL1,Hindustan Zinc,Rajasthan,3699289,46,SET,INR,NB,46001065,false
4500003026,30,2025-03-19,0000100096,Krishna Industries,,M040,Road Transport,Logistics & Transport,Road Transport,HZL1,Hindustan Zinc,Rajasthan,1716522,36,LOT,INR,NB,,false
4500003026,40,2025-03-19,0000100154,National Trading Co,,M058,VFDs & Drives,Electrical,VFDs & Drives,HZL1,Hindustan Zinc,Rajasthan,22567269,27,EA,INR,NB,46002608,false
4500003026,50,2025-03-19,0000100085,Sahyadri Industrial Corporation (0085),METSO-GRP,M013,Crusher Parts,MRO & Spares,Crusher Parts,HZL1,Hindustan Zinc,Rajasthan,2161050,10,SET,INR,NB,,false
4500003027,10,2025-02-19,0000100150,Konkan Trading Co (0150),,M001,Zinc Concentrate,Raw Materials,Zinc Concentrate,VAL1,Vedanta Aluminium,Odisha,6896905,406,MT,INR,NB,46002801,false
4500003027,20,2025-02-19,0000100033,Konkan Trading Co,,M045,Network Services,IT & Telecom,Network Services,VAL1,Vedanta Aluminium,Odisha,7978665,14,LOT,INR,NB,46004105,false
4500003027,30,2025-02-19,0000100029,Grundfos Pumps India,,M050,Safety Footwear,Safety & PPE,Safety Footwear,VAL1,Vedanta Aluminium,Odisha,626257,6,EA,INR,NB,46001002,false
4500003027,40,2025-02-19,0000100127,Desert Enterprises (0127),METSO-GRP,M001,Zinc Concentrate,Raw Materials,Zinc Concentrate,VAL1,Vedanta Aluminium,Odisha,24663593,26,MT,INR,NB,46001934,false
4500003027,50,2025-02-19,0000100114,Yamuna Equipment Ltd,,M023,Civil Works,Services,Civil Works,VAL1,Vedanta Aluminium,Odisha,4779529,40,LOT,INR,NB,46001171,false
4500003028,10,2025-09-28,0000100041,Shree Balaji Manufacturing Co,,M036,Petroleum Coke,Fuel & Energy,Petroleum Coke,BAL1,BALCO,Chhattisgarh,52165629,406,L,INR,NB,46001744,false
4500003028,20,2025-09-28,0000100145,Satpura Trading Co,,M055,Cables & Wires,Electrical,Cables & Wires,BAL1,BALCO,Chhattisgarh,7948127,15,SET,INR,NB,,false
4500003028,30,2025-09-28,0000100062,Malwa Overseas Pvt Ltd,,M003,Copper Concentrate,Raw Materials,Copper Concentrate,BAL1,BALCO,Chhattisgarh,10657459,402,MT,INR,FO,,false
4500003028,40,2025-09-28,0000100151,National Industrial Corporation,,M014,Motor Spares,MRO & Spares,Motor Spares,BAL1,BALCO,Chhattisgarh,2533297,42,EA,INR,NB,,false
4500003029,10,2024-11-27,0000100141,Satpura Industrial Corporation,ABB-GRP,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,VAL1,Vedanta Aluminium,Odisha,446971,17,SET,INR,NB,,false
4500003029,20,2024-11-27,0000100012,Komatsu Ltd,,M023,Civil Works,Services,Civil Works,VAL1,Vedanta Aluminium,Odisha,126609170,9,LOT,EUR,NB,46004106,false
4500003029,30,2024-11-27,0000100158,Apex Fabricators,,M011,Grinding Media,MRO & Spares,Grinding Media,VAL1,Vedanta Aluminium,Odisha,3744022,1,EA,INR,NB,,false
4500003030,10,2024-05-09,0000100127,Desert Enterprises (0127),METSO-GRP,M011,Grinding Media,MRO & Spares,Grinding Media,HZL1,Hindustan Zinc,Rajasthan,2022274,27,EA,INR,MK,,false
4500003030,20,2024-05-09,0000100105,Ganga Equipment Ltd,,M003,Copper Concentrate,Raw Materials,Copper Concentrate,HZL1,Hindustan Zinc,Rajasthan,22373459,9,MT,EUR,UB,46000384,false
4500003030,30,2024-05-09,0000100091,Aravali Manufacturing Co (0091),,M062,PLC & DCS Systems,Instrumentation,PLC & DCS Systems,HZL1,Hindustan Zinc,Rajasthan,9155631,24,SET,INR,FO,46004107,false
4500003031,10,2023-07-17,0000100015,Voltas Ltd,,M006,Iron Ore Fines,Raw Materials,Iron Ore Fines,BAL1,BALCO,Chhattisgarh,21944821,352,MT,INR,NB,46004108,false
4500003031,20,2023-07-17,0000100044,Apex Suppliers Pvt Ltd,,M036,Petroleum Coke,Fuel & Energy,Petroleum Coke,BAL1,BALCO,Chhattisgarh,72385619,151,L,INR,MK,46001471,false
4500003031,30,2023-07-17,0000100004,ABB India Ltd,ADANI-GRP,M049,Gas Detectors,Safety & PPE,Gas Detectors,BAL1,BALCO,Chhattisgarh,1343217,5,EA,INR,UB,46004109,false
4500003031,40,2023-07-17,0000100117,Yamuna Suppliers Pvt Ltd,WEIR-GRP,M025,Housekeeping Services,Services,Housekeeping Services,BAL1,BALCO,Chhattisgarh,13404646,4,LOT,INR,NB,46003621,false
4500003031,50,2023-07-17,0000100133,Desert Fabricators,,M016,Furnaces,Capital Equipment,Furnaces,BAL1,BALCO,Chhattisgarh,52238026,11,SET,EUR,NB,46004110,false
4500003032,10,2025-07-23,0000100033,Konkan Trading Co,,M012,Flotation Cells,MRO & Spares,Flotation Cells,COG1,Cairn Oil & Gas,Rajasthan,4011331,39,SET,INR,NB,46001036,false
4500003033,10,2025-01-25,0000100094,Shree Balaji Trading Co,,M033,Coal,Fuel & Energy,Coal,STC1,Sterlite Copper,Tamil Nadu,8913584,355,L,EUR,NB,46004111,false
4500003034,10,2024-12-21,0000100140,Narmada Industries (0140),SANDVIK-GRP,M009,Pumps,MRO & Spares,Pumps,VAL1,Vedanta Aluminium,Odisha,4656923,15,EA,INR,NB,46002003,false
4500003034,20,2024-12-21,0000100005,Siemens India Ltd,,M019,Electrolytic Cells,Capital Equipment,Electrolytic Cells,VAL1,Vedanta Aluminium,Odisha,124009759,27,SET,INR,UB,46004112,false
4500003034,30,2024-12-21,0000100129,Nilgiri Enterprises,,M026,Security Services,Services,Security Services,VAL1,Vedanta Aluminium,Odisha,5938258,30,LOT,INR,NB,,false
4500003034,40,2024-12-21,0000100056,Vindhya Trading Co,,M048,Fire Safety Equipment,Safety & PPE,Fire Safety Equipment,VAL1,Vedanta Aluminium,Odisha,903775,41,EA,EUR,FO,46004113,false
4500003034,50,2024-12-21,0000100028,Schneider Electric India,,M005,Alumina,Raw Materials,Alumina,VAL1,Vedanta Aluminium,Odisha,162158687,105,MT,INR,NB,46000373,false
4500003035,10,2024-10-17,0000100053,Desert Engineering Works (0053),,M035,Furnace Oil,Fuel & Energy,Furnace Oil,HZL1,Hindustan Zinc,Rajasthan,5374578,83,L,INR,FO,,false
4500003035,20,2024-10-17,0000100083,Deccan Technologies Pvt Ltd,,M028,Xanthate Collectors,Chemicals & Reagents,Xanthate Collectors,HZL1,Hindustan Zinc,Rajasthan,13728827,70,KG,EUR,NB,,false
4500003035,30,2024-10-17,0000100044,Apex Suppliers Pvt Ltd,,M014,Motor Spares,MRO & Spares,Motor Spares,HZL1,Hindustan Zinc,Rajasthan,1093901,45,EA,INR,MK,46003924,false
4500003035,40,2024-10-17,0000100112,Cauvery Trading Co (0112),SCHNEIDER-GRP,M010,Conveyor Components,MRO & Spares,Conveyor Components,HZL1,Hindustan Zinc,Rajasthan,5268158,22,SET,INR,NB,46002281,false
4500003036,10,2023-07-31,0000100002,Larsen & Toubro Ltd,,M030,Sulphuric Acid,Chemicals & Reagents,Sulphuric Acid,HZL1,Hindustan Zinc,Rajasthan,2865379,238,L,INR,NB,46004114,false
4500003036,20,2023-07-31,0000100146,Aravali Industries,,M022,Logistics Services,Services,Logistics Services,HZL1,Hindustan Zinc,Rajasthan,9275731,11,LOT,INR,NB,,false
4500003036,30,2023-07-31,0000100110,Godavari Enterprises,,M003,Copper Concentrate,Raw Materials,Copper Concentrate,HZL1,Hindustan Zinc,Rajasthan,24023161,35,MT,INR,NB,,false
4500003037,10,2023-06-23,0000100008,Metso Outotec,,M023,Civil Works,Services,Civil Works,HZL1,Hindustan Zinc,Rajasthan,20685977,16,LOT,EUR,NB,,false
4500003037,20,2023-06-23,0000100142,Nilgiri Equipment Ltd (0142),,M044,Software Licenses,IT & Telecom,Software Licenses,HZL1,Hindustan Zinc,Rajasthan,2084403,30,EA,USD,NB,46004116,false
4500003038,10,2023-12-02,0000100132,Nilgiri Industrial Corporation,,M029,Frothers,Chemicals & Reagents,Frothers,HZL1,Hindustan Zinc,Rajasthan,10604325,292,MT,INR,UB,46004117,false
4500003038,20,2023-12-02,0000100146,Aravali Industries,,M038,Natural Gas,Fuel & Energy,Natural Gas,HZL1,Hindustan Zinc,Rajasthan,6936849,87,L,INR,NB,46001612,false
4500003038,30,2023-12-02,0000100127,Desert Enterprises (0127),METSO-GRP,M007,Bearings,MRO & Spares,Bearings,HZL1,Hindustan Zinc,Rajasthan,3111098,7,SET,INR,NB,46001871,false
4500003038,40,2023-12-02,0000100150,Konkan Trading Co (0150),,M010,Conveyor Components,MRO & Spares,Conveyor Components,HZL1,Hindustan Zinc,Rajasthan,2925463,31,EA,INR,FO,46002347,false
4500003039,10,2025-04-29,0000100150,Konkan Trading Co (0150),,M021,Shutdown Maintenance Contractors,Services,Shutdown Maintenance Contractors,COR1,Corporate / Shared Services,Maharashtra,12447914,40,LOT,INR,FO,46002128,false
4500003040,10,2024-11-18,0000100116,Deccan Industries,,M013,Crusher Parts,MRO & Spares,Crusher Parts,COG1,Cairn Oil & Gas,Rajasthan,1038530,42,SET,INR,NB,,false
4500003040,20,2024-11-18,0000100007,Timken India Ltd,,M034,Diesel,Fuel & Energy,Diesel,COG1,Cairn Oil & Gas,Rajasthan,48168961,499,L,INR,NB,,false
4500003040,30,2024-11-18,0000100023,Bharat Petroleum Corporation Ltd,SIEMENS-GRP,M054,Construction Services,Civil & Construction,Construction Services,COG1,Cairn Oil & Gas,Rajasthan,2590826,11,EA,INR,FO,46000629,false
4500003041,10,2025-12-02,0000100154,National Trading Co,,M035,Furnace Oil,Fuel & Energy,Furnace Oil,HZL1,Hindustan Zinc,Rajasthan,24781864,158,L,INR,NB,46004118,false
4500003041,20,2025-12-02,0000100012,Komatsu Ltd,,M041,Port Handling,Logistics & Transport,Port Handling,HZL1,Hindustan Zinc,Rajasthan,27672101,31,LOT,EUR,NB,,false
4500003041,30,2025-12-02,0000100061,Rajasthan Industries,,M038,Natural Gas,Fuel & Energy,Natural Gas,HZL1,Hindustan Zinc,Rajasthan,11117702,230,MT,INR,UB,,false
4500003042,10,2024-04-27,0000100094,Shree Balaji Trading Co,,M044,Software Licenses,IT & Telecom,Software Licenses,HZL1,Hindustan Zinc,Rajasthan,6602145,16,LOT,USD,NB,46004119,false
4500003042,20,2024-04-27,0000100063,Rajasthan Overseas Pvt Ltd,,M039,Rail Freight,Logistics & Transport,Rail Freight,HZL1,Hindustan Zinc,Rajasthan,2567887,2,LOT,INR,FO,,false
4500003043,10,2023-08-19,0000100134,Nilgiri Equipment Ltd (0134),,M035,Furnace Oil,Fuel & Energy,Furnace Oil,STC1,Sterlite Copper,Tamil Nadu,42742576,427,L,INR,NB,,false
4500003043,20,2023-08-19,0000100076,Bharat Technologies Pvt Ltd,,M015,SAG Mills,Capital Equipment,SAG Mills,STC1,Sterlite Copper,Tamil Nadu,115818516,50,EA,USD,NB,46004120,false
4500003043,30,2023-08-19,0000100065,Vindhyachal Engineering Works,,M011,Grinding Media,MRO & Spares,Grinding Media,STC1,Sterlite Copper,Tamil Nadu,20000000,4,EA,INR,FO,46004121,false
4500003044,10,2024-05-20,0000100103,Ganga Technologies Pvt Ltd,,M058,VFDs & Drives,Electrical,VFDs & Drives,VAL1,Vedanta Aluminium,Odisha,13459467,30,SET,INR,UB,46004122,false
4500003045,10,2023-11-25,0000100124,Konkan Trading Co (0124),,M051,Cement,Civil & Construction,Cement,COG1,Cairn Oil & Gas,Rajasthan,3695911,433,MT,INR,NB,46003526,false
4500003045,20,2023-11-25,0000100020,Adani Ports & SEZ Ltd,CATERPILLAR-GRP,M010,Conveyor Components,MRO & Spares,Conveyor Components,COG1,Cairn Oil & Gas,Rajasthan,2964819,38,EA,INR,NB,,false
4500003045,30,2023-11-25,0000100041,Shree Balaji Manufacturing Co,,M041,Port Handling,Logistics & Transport,Port Handling,COG1,Cairn Oil & Gas,Rajasthan,14051258,21,LOT,INR,NB,46004103,false
4500003045,40,2023-11-25,0000100044,Apex Suppliers Pvt Ltd,,M001,Zinc Concentrate,Raw Materials,Zinc Concentrate,COG1,Cairn Oil & Gas,Rajasthan,204062399,475,MT,INR,FO,46000126,false
4500003046,10,2025-01-29,0000100018,Grasim Industries Ltd,,M031,Lime,Chemicals & Reagents,Lime,HZL1,Hindustan Zinc,Rajasthan,54267353,223,KG,INR,NB,46004123,false
4500003046,20,2025-01-29,0000100113,Vindhya Engineering Works (0113),,M009,Pumps,MRO & Spares,Pumps,HZL1,Hindustan Zinc,Rajasthan,9418950,46,SET,INR,NB,,false
4500003047,10,2025-08-10,0000100083,Deccan Technologies Pvt Ltd,,M012,Flotation Cells,MRO & Spares,Flotation Cells,IOD1,Iron Ore Division,Goa,2057767,46,EA,INR,FO,46002588,false
4500003047,20,2025-08-10,0000100019,UltraTech Cement Ltd,,M013,Crusher Parts,MRO & Spares,Crusher Parts,IOD1,Iron Ore Division,Goa,1633171,49,SET,INR,NB,,false
4500003048,10,2023-06-04,0000100021,Container Corporation of India,,M007,Bearings,MRO & Spares,Bearings,STC1,Sterlite Copper,Tamil Nadu,10705959,2,SET,INR,UB,46001134,false
4500003048,20,2023-06-04,0000100076,Bharat Technologies Pvt Ltd,,M001,Zinc Concentrate,Raw Materials,Zinc Concentrate,STC1,Sterlite Copper,Tamil Nadu,16857076,7,MT,USD,NB,46002735,false
4500003048,30,2023-06-04,0000100087,Desert Trading Co,,M005,Alumina,Raw Materials,Alumina,STC1,Sterlite Copper,Tamil Nadu,50968124,377,MT,INR,NB,46001372,false
4500003048,40,2023-06-04,0000100075,Yamuna Fabricators,,M013,Crusher Parts,MRO & Spares,Crusher Parts,STC1,Sterlite Copper,Tamil Nadu,1493597,32,SET,INR,NB,46004124,false
4500003048,50,2023-06-04,0000100099,Mewar Overseas Pvt Ltd (0099),,M026,Security Services,Services,Security Services,STC1,Sterlite Copper,Tamil Nadu,10938457,36,LOT,INR,NB,46004125,false
4500003049,10,2025-08-14,0000100008,Metso Outotec,,M012,Flotation Cells,MRO & Spares,Flotation Cells,COG1,Cairn Oil & Gas,Rajasthan,4835971,18,EA,EUR,NB,46004126,false
4500003050,10,2025-06-18,0000100151,National Industrial Corporation,,M043,Hardware,IT & Telecom,Hardware,HZL1,Hindustan Zinc,Rajasthan,10168873,8,LOT,INR,FO,46002746,false
4500003051,10,2024-04-17,0000100112,Cauvery Trading Co (0112),SCHNEIDER-GRP,M052,Steel Structures,Civil & Construction,Steel Structures,IOD1,Iron Ore Division,Goa,5050873,6,EA,INR,UB,46004127,false
4500003051,20,2024-04-17,0000100075,Yamuna Fabricators,,M002,Lead Concentrate,Raw Materials,Lead Concentrate,IOD1,Iron Ore Division,Goa,43323612,497,MT,EUR,UB,,false
4500003051,30,2024-04-17,0000100018,Grasim Industries Ltd,,M031,Lime,Chemicals & Reagents,Lime,IOD1,Iron Ore Division,Goa,11922817,221,MT,INR,NB,46004123,false
4500003051,40,2024-04-17,0000100022,Indian Oil Corporation Ltd,,M044,Software Licenses,IT & Telecom,Software Licenses,IOD1,Iron Ore Division,Goa,11609147,21,EA,INR,NB,46004128,false
4500003051,50,2024-04-17,0000100107,Om Sai Enterprises,,M032,Flocculants,Chemicals & Reagents,Flocculants,IOD1,Iron Ore Division,Goa,6366953,157,MT,INR,UB,46004129,false
4500003052,10,2024-05-18,0000100056,Vindhya Trading Co,,M010,Conveyor Components,MRO & Spares,Conveyor Components,HZL1,Hindustan Zinc,Rajasthan,2728937,47,EA,INR,NB,,false
4500003052,20,2024-05-18,0000100034,Rajasthan Fabricators,METSO-GRP,M027,Sodium Cyanide,Chemicals & Reagents,Sodium Cyanide,HZL1,Hindustan Zinc,Rajasthan,9115531,188,MT,INR,NB,46000789,false
4500003052,30,2024-05-18,0000100045,Godavari Industrial Corporation,METSO-GRP,M053,Ready Mix Concrete,Civil & Construction,Ready Mix Concrete,HZL1,Hindustan Zinc,Rajasthan,29815768,49,LOT,INR,UB,,false
4500003052,40,2024-05-18,0000100080,Mewar Fabricators,,M035,Furnace Oil,Fuel & Energy,Furnace Oil,HZL1,Hindustan Zinc,Rajasthan,14110240,129,MT,USD,NB,46004130,false
4500003053,10,2023-11-03,0000100160,Deccan Fabricators,,M011,Grinding Media,MRO & Spares,Grinding Media,HZL1,Hindustan Zinc,Rajasthan,19246032,20,SET,INR,NB,,false
4500003054,10,2023-11-21,0000100078,Aravali Engineering Works,ABB-GRP,M049,Gas Detectors,Safety & PPE,Gas Detectors,VAL1,Vedanta Aluminium,Odisha,1185570,13,EA,INR,NB,46003908,false
4500003054,20,2023-11-21,0000100093,Konkan Overseas Pvt Ltd,,M018,Conveyor Systems,Capital Equipment,Conveyor Systems,VAL1,Vedanta Aluminium,Odisha,61111364,18,EA,USD,MK,,false
4500003054,30,2023-11-21,0000100106,Chambal Equipment Ltd,,M001,Zinc Concentrate,Raw Materials,Zinc Concentrate,VAL1,Vedanta Aluminium,Odisha,21523322,88,MT,INR,MK,46003001,false
4500003054,40,2023-11-21,0000100021,Container Corporation of India,,M001,Zinc Concentrate,Raw Materials,Zinc Concentrate,VAL1,Vedanta Aluminium,Odisha,38498060,97,MT,INR,NB,46004131,false
4500003054,50,2023-11-21,0000100106,Chambal Equipment Ltd,,M007,Bearings,MRO & Spares,Bearings,VAL1,Vedanta Aluminium,Odisha,1216746,26,EA,INR,FO,46000566,false
4500003055,10,2024-03-05,0000100095,Godavari Manufacturing Co,,M037,Electricity Purchase,Fuel & Energy,Electricity Purchase,HZL1,Hindustan Zinc,Rajasthan,20380367,171,L,INR,NB,46004132,false
4500003055,20,2024-03-05,0000100139,Satpura Manufacturing Co,TATA-GRP,M033,Coal,Fuel & Energy,Coal,HZL1,Hindustan Zinc,Rajasthan,15969963,312,L,INR,NB,46001721,false
4500003055,30,2024-03-05,0000100091,Aravali Manufacturing Co (0091),,M028,Xanthate Collectors,Chemicals & Reagents,Xanthate Collectors,HZL1,Hindustan Zinc,Rajasthan,13614681,370,MT,INR,NB,,false
4500003055,40,2024-03-05,0000100156,Cauvery Fabricators,,M004,Bauxite,Raw Materials,Bauxite,HZL1,Hindustan Zinc,Rajasthan,87911516,482,MT,INR,NB,,false
4500003056,10,2023-09-13,0000100068,Precision Industrial Corporation,,M011,Grinding Media,MRO & Spares,Grinding Media,HZL1,Hindustan Zinc,Rajasthan,9430938,26,EA,INR,NB,,false
4500003056,20,2023-09-13,0000100140,Narmada Industries (0140),SANDVIK-GRP,M040,Road Transport,Logistics & Transport,Road Transport,HZL1,Hindustan Zinc,Rajasthan,4772195,20,LOT,INR,NB,46004133,false
4500003056,30,2023-09-13,0000100039,Desert Enterprises,,M009,Pumps,MRO & Spares,Pumps,HZL1,Hindustan Zinc,Rajasthan,8517312,40,SET,EUR,NB,,false
4500003056,40,2023-09-13,0000100130,Marwar Industries,,M037,Electricity Purchase,Fuel & Energy,Electricity Purchase,HZL1,Hindustan Zinc,Rajasthan,22723549,53,L,INR,NB,46003608,false
4500003057,10,2024-12-23,0000100084,Shree Balaji Fabricators,,M013,Crusher Parts,MRO & Spares,Crusher Parts,IOD1,Iron Ore Division,Goa,1306101,32,SET,INR,NB,46002930,false
4500003057,20,2024-12-23,0000100058,Sahyadri Industrial Corporation,,M047,Helmets & Protective Gear,Safety & PPE,Helmets & Protective Gear,IOD1,Iron Ore Division,Goa,1795378,12,EA,USD,NB,46004134,false
4500003057,30,2024-12-23,0000100119,Godavari Manufacturing Co (0119),FLS-GRP,M023,Civil Works,Services,Civil Works,IOD1,Iron Ore Division,Goa,12118980,25,LOT,INR,NB,,false
4500003058,10,2023-07-24,0000100110,Godavari Enterprises,,M049,Gas Detectors,Safety & PPE,Gas Detectors,STC1,Sterlite Copper,Tamil Nadu,2392447,39,EA,INR,NB,46003967,false
4500003058,20,2023-07-24,0000100038,Sterling Industrial Corporation,,M049,Gas Detectors,Safety & PPE,Gas Detectors,STC1,Sterlite Copper,Tamil Nadu,622636,7,EA,INR,NB,46000453,false
4500003059,10,2025-02-24,0000100103,Ganga Technologies Pvt Ltd,,M042,Shipping & Freight Forwarding,Logistics & Transport,Shipping & Freight Forwarding,COR1,Corporate / Shared Services,Maharashtra,1252907,46,LOT,INR,FO,46003689,false
4500003059,20,2025-02-24,0000100106,Chambal Equipment Ltd,,M048,Fire Safety Equipment,Safety & PPE,Fire Safety Equipment,COR1,Corporate / Shared Services,Maharashtra,2773492,37,EA,INR,NB,,false
4500003059,30,2025-02-24,0000100021,Container Corporation of India,,M031,Lime,Chemicals & Reagents,Lime,COR1,Corporate / Shared Services,Maharashtra,20126180,462,MT,INR,FO,,false
4500003059,40,2025-02-24,0000100015,Voltas Ltd,,M010,Conveyor Components,MRO & Spares,Conveyor Components,COR1,Corporate / Shared Services,Maharashtra,4341401,17,SET,INR,NB,46004135,false
4500003059,50,2025-02-24,0000100147,Vindhyachal Industrial Corporation,,M041,Port Handling,Logistics & Transport,Port Handling,COR1,Corporate / Shared Services,Maharashtra,3400585,4,LOT,INR,UB,46004136,false
4500003060,10,2024-04-19,0000100116,Deccan Industries,,M013,Crusher Parts,MRO & Spares,Crusher Parts,STC1,Sterlite Copper,Tamil Nadu,4688152,37,SET,INR,MK,,false
4500003060,20,2024-04-19,0000100151,National Industrial Corporation,,M061,Control Valves,Instrumentation,Control Valves,STC1,Sterlite Copper,Tamil Nadu,8809294,39,SET,INR,NB,46004137,false
4500003060,30,2024-04-19,0000100010,Sandvik Mining,,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,STC1,Sterlite Copper,Tamil Nadu,4596980,29,SET,EUR,MK,46000539,false
4500003060,40,2024-04-19,0000100121,Satpura Overseas Pvt Ltd,,M009,Pumps,MRO & Spares,Pumps,STC1,Sterlite Copper,Tamil Nadu,3019061,19,EA,INR,MK,,false
4500003060,50,2024-04-19,0000100031,Malwa Engineering Works,,M023,Civil Works,Services,Civil Works,STC1,Sterlite Copper,Tamil Nadu,15653772,1,LOT,INR,MK,46004138,false
4500003061,10,2025-03-29,0000100082,Precision Industries,,M019,Electrolytic Cells,Capital Equipment,Electrolytic Cells,BAL1,BALCO,Chhattisgarh,113532252,43,SET,INR,MK,46004139,false
